T,Buy date,Buy price,Sell date,Sell price,Profit Ratio
ADBE,07/15/2022,377.7900085449219,08/05/2022,433.42999267578125,0.14727754274169322
AMZN,07/14/2022,110.23999786376953,08/04/2022,142.57000732421875,0.29326932226905006
CHTR,04/07/2022,560.6500244140625,04/29/2022,428.489990234375,-0.23572643971220453
CHTR,04/10/2023,348.5299987792969,05/01/2023,366.510009765625,0.05158813028807253
CMCSA,02/11/2016,23.562923976376606,03/04/2016,25.6589298248291,0.08895355476908895
CMCSA,11/03/2022,29.994218112955856,11/25/2022,35.104854583740234,0.1703873877137962
COST,11/03/2022,479.0452085049544,11/25/2022,531.6237182617188,0.10975688478516647
GOOG,06/10/2022,112.78125,07/05/2022,113.88700103759766,0.009804387144118869
GOOG,07/15/2022,112.96299743652344,08/05/2022,118.22000122070312,0.046537396346389634
GOOGL,07/15/2022,112.00050354003906,08/05/2022,117.47000122070312,0.04883458116515317
INTC,09/08/2020,45.11186150065809,09/29/2020,46.879337310791016,0.039179846526775336
INTC,06/08/2022,40.60722500709415,06/30/2022,35.95541763305664,-0.11455615037040408
NFLX,11/19/2014,54.744285583496094,12/11/2014,47.80428695678711,-0.12677119726266378
NFLX,10/22/2019,271.1600036621094,11/12/2019,292.010009765625,0.07689189342797279
PEP,09/25/2015,74.35579502008284,10/16/2015,79.76404571533203,0.07273475717378146
PYPL,02/09/2016,32.79999923706055,03/02/2016,39.15999984741211,0.19390246214290857
PYPL,06/10/2022,80.43000030517578,07/05/2022,74.4000015258789,-0.07497200990199221
PYPL,11/21/2022,84.26000213623047,12/13/2022,73.69999694824219,-0.12532642915098677
QCOM,08/10/2015,48.92439357792257,08/31/2015,44.66343307495117,-0.08709276071424184
QCOM,09/26/2017,44.036064817173944,10/17/2017,44.59768295288086,0.012753594991709742
SBUX,05/22/2014,29.815132371912767,06/13/2014,31.65447425842285,0.06169155526684259
TMUS,07/26/2012,11.9642225332279,08/16/2012,15.808682441711426,0.3213296892302374
TXN,10/24/2012,20.920627912851284,11/16/2012,21.383224487304688,0.022111983272224644
Mean profit,,,,,0.052042457258749855
Std profit,,,,,0.10254554612456931
