T,Buy date,Buy price,Sell date,Sell price,Profit Ratio
AAPL,01/26/2016,22.804612267068045,02/11/2016,21.49891471862793,-0.05725585391011722
AAPL,05/19/2016,21.846802279324734,06/07/2016,22.860197067260742,0.04638641275639041
ADBE,10/07/2022,291.3599853515625,10/25/2022,323.7900085449219,0.1113056865177573
AMZN,01/04/2023,86.55000305175781,01/23/2023,97.5199966430664,0.12674746625656874
AVGO,01/08/2013,24.520687882790874,01/25/2013,25.812841415405273,0.05269646344306922
AVGO,07/31/2018,191.55019993763923,08/16/2018,176.3482208251953,-0.07936289869388313
CHTR,02/01/2016,169.63999938964844,02/18/2016,171.94000244140625,0.013558141122571593
CHTR,05/16/2022,469.3699951171875,06/02/2022,498.2200012207031,0.06146538211568605
CMCSA,01/25/2016,23.657415945856748,02/10/2016,23.970956802368164,0.0132533856288023
CMCSA,04/06/2018,30.587259469745884,04/24/2018,29.783498764038086,-0.026277630609659715
CMCSA,12/23/2021,47.36048226617781,01/11/2022,49.30134582519531,0.0409806544643984
CMCSA,07/06/2022,39.01185700565992,07/22/2022,41.57880783081055,0.06579924725906303
CMCSA,10/14/2022,30.053302611481975,11/01/2022,31.0773983001709,0.03407597833516188
CMCSA,03/21/2023,36.489460046068615,04/06/2023,37.689998626708984,0.03290096863929111
GOOG,06/18/2019,55.484500885009766,07/05/2019,56.579498291015625,0.019735194307239315
GOOG,10/06/2022,101.5,10/24/2022,102.97000122070312,0.014482770647321428
GOOGL,06/18/2019,55.57500076293945,07/05/2019,56.63349914550781,0.01904630441812294
GOOGL,10/06/2022,100.68000030517578,10/24/2022,102.5199966430664,0.0182756886403787
INTC,10/26/2012,15.723490441345612,11/15/2012,14.6158447265625,-0.07044528178492157
INTC,02/02/2016,24.55558261838027,02/19/2016,23.356189727783203,-0.04884400053694111
INTC,07/13/2017,29.01626464687076,07/31/2017,29.97980499267578,0.03320690507656141
INTC,11/17/2020,42.20217378682067,12/04/2020,47.95827865600586,0.13639356347522463
NFLX,09/24/2012,8.122857093811035,10/10/2012,9.35714340209961,0.1519522372527028
PYPL,10/13/2015,32.599998474121094,10/29/2015,35.90999984741211,0.10153378920918045
QCOM,12/02/2014,55.50159735776807,12/18/2014,56.69956588745117,0.021584397327538054
QCOM,07/07/2022,127.42911758161488,07/25/2022,149.4720001220703,0.17298152069787012
SBUX,10/03/2016,47.27747250374119,10/19/2016,46.447265625,-0.017560305887238167
SBUX,02/22/2018,50.30393026471152,03/12/2018,53.40578079223633,0.061662190433274665
SBUX,03/30/2020,62.332933874745194,04/16/2020,68.84154510498047,0.10441689209293424
SBUX,05/16/2022,73.35497993457052,06/02/2022,77.74021911621094,0.05978106988171572
TMUS,03/01/2018,60.779998779296875,03/19/2018,63.220001220703125,0.040144825442763474
TMUS,05/24/2018,57.15999984741211,06/12/2018,58.09000015258789,0.016270124346718075
TMUS,12/10/2021,114.06999969482422,12/29/2021,117.63999938964844,0.03129656968856995
TMUS,02/01/2022,107.72000122070312,02/17/2022,124.55000305175781,0.15623841106882633
TSLA,03/23/2015,13.233332633972168,04/09/2015,14.005999565124512,0.05838793239193422
TSLA,09/22/2016,13.760000228881836,10/10/2016,13.396666526794434,-0.02640506511945949
TSLA,03/29/2019,18.579999923706055,04/16/2019,18.224000930786133,-0.01916033338975992
TSLA,06/07/2019,13.666666984558105,06/25/2019,14.650667190551758,0.07200001339796082
TSLA,10/26/2022,219.39999389648438,11/11/2022,195.97000122070312,-0.10679121844841896
TSLA,01/11/2023,122.08999633789062,01/30/2023,166.66000366210938,0.3650586342952199
TSLA,05/10/2023,172.5500030517578,05/26/2023,193.1699981689453,0.11950156332945622
TXN,09/10/2015,38.53546223954056,09/28/2015,38.201847076416016,-0.008657354647798276
TXN,03/03/2022,165.63911539674,03/21/2022,174.06964111328125,0.05089694965074151
Mean profit,,,,,0.04414846250319423
Std profit,,,,,0.04832722963418663
